id,title,statement,requirement_id,slice_id,lifecycle_status,disposition,disposition_reason_ref,superseded_by,introduced_in,retired_in,source_kind,source_span,custom_attributes,last_referenced
AC-037,**Given** MoM MIN-2026-004 is InReview and the Chairman requests changes <br> **When** the Chairman submits the change r,"**Given** MoM MIN-2026-004 is InReview and the Chairman requests changes <br> **When** the Chairman submits the change request <br> **Then** the MoM transitions back to Draft, the Secretary is notified, and the review cycle restarts.",FR-054,SL-007,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-037"", ""Given / When / Then"": ""**Given** MoM MIN-2026-004 is InReview and the Chairman requests changes <br> **When** the Chairman submits the change request <br> **Then** the MoM transitions back to Draft, the Secretary is notified, and the review cycle restarts."", ""Verifies"": ""FR-054, US-042"", ""Phase"": ""PH-1""}}",
AC-038,**Given** the Chairman approves MoM MIN-2026-005 <br> **When** the approval is committed <br> **Then** the MoM transitio,"**Given** the Chairman approves MoM MIN-2026-005 <br> **When** the approval is committed <br> **Then** the MoM transitions to Published (immutable), an in-app notification with a deep link is sent to all committee members, and the `MoMApproved` audit event records the actor and timestamp.",FR-055,SL-007,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-038"", ""Given / When / Then"": ""**Given** the Chairman approves MoM MIN-2026-005 <br> **When** the approval is committed <br> **Then** the MoM transitions to Published (immutable), an in-app notification with a deep link is sent to all committee members, and the `MoMApproved` audit event records the actor and timestamp."", ""Verifies"": ""FR-055, US-043"", ""Phase"": ""PH-1""}}",
AC-039,**Given** a user has an unsaved form with data and the interface is in English <br> **When** they switch the locale to A,"**Given** a user has an unsaved form with data and the interface is in English <br> **When** they switch the locale to Arabic <br> **Then** all labels, buttons, validation messages, and navigation render in Arabic and the form data is preserved exactly; no unsaved data is lost during the switch.",FR-003,,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-039"", ""Given / When / Then"": ""**Given** a user has an unsaved form with data and the interface is in English <br> **When** they switch the locale to Arabic <br> **Then** all labels, buttons, validation messages, and navigation render in Arabic and the form data is preserved exactly; no unsaved data is lost during the switch."", ""Verifies"": ""FR-003, US-005"", ""Phase"": ""PH-1""}}",
AC-040,"**Given** a user selects Arabic as their locale <br> **When** any page renders <br> **Then** `dir=""rtl""` is applied to t","**Given** a user selects Arabic as their locale <br> **When** any page renders <br> **Then** `dir=""rtl""` is applied to the root, text flows right-to-left, navigation is mirrored, inputs are right-aligned, table columns order right-to-left, and no element uses a hardcoded LTR layout.",FR-004,,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-040"", ""Given / When / Then"": ""**Given** a user selects Arabic as their locale <br> **When** any page renders <br> **Then** `dir=\""rtl\""` is applied to the root, text flows right-to-left, navigation is mirrored, inputs are right-aligned, table columns order right-to-left, and no element uses a hardcoded LTR layout."", ""Verifies"": ""FR-004, US-006"", ""Phase"": ""PH-1""}}",
AC-041,**Given** the Arabic locale is active <br> **When** a visual regression test captures every page <br> **Then** no LTR fl,"**Given** the Arabic locale is active <br> **When** a visual regression test captures every page <br> **Then** no LTR flow artifacts are detected (no left-anchored text blocks, misaligned icons, or cropped RTL text) on Chrome and Edge.",FR-004,,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-041"", ""Given / When / Then"": ""**Given** the Arabic locale is active <br> **When** a visual regression test captures every page <br> **Then** no LTR flow artifacts are detected (no left-anchored text blocks, misaligned icons, or cropped RTL text) on Chrome and Edge."", ""Verifies"": ""FR-004, US-006"", ""Phase"": ""PH-1""}}",
AC-042,"**Given** a user sets their theme preference to ""dark"" <br> **When** they end the session and log in again <br> **Then**","**Given** a user sets their theme preference to ""dark"" <br> **When** they end the session and log in again <br> **Then** the dark theme is active without being set again.",FR-005,,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-042"", ""Given / When / Then"": ""**Given** a user sets their theme preference to \""dark\"" <br> **When** they end the session and log in again <br> **Then** the dark theme is active without being set again."", ""Verifies"": ""FR-005, US-007"", ""Phase"": ""PH-1""}}",
AC-043,**Given** a user on the backlog view who cannot or chooses not to use drag-and-drop <br> **When** they select a topic an,"**Given** a user on the backlog view who cannot or chooses not to use drag-and-drop <br> **When** they select a topic and use the keyboard move-up/move-down controls <br> **Then** the topic's priority ordinal changes correctly, the UI reflects the new position, and the change is persisted with no mouse interaction.",FR-034,SL-005,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-043"", ""Given / When / Then"": ""**Given** a user on the backlog view who cannot or chooses not to use drag-and-drop <br> **When** they select a topic and use the keyboard move-up/move-down controls <br> **Then** the topic's priority ordinal changes correctly, the UI reflects the new position, and the change is persisted with no mouse interaction."", ""Verifies"": ""FR-034, US-027"", ""Phase"": ""PH-1""}}",
AC-044,**Given** a user building an agenda on the agenda-item reorder UI <br> **When** they use the keyboard alternative (move-,**Given** a user building an agenda on the agenda-item reorder UI <br> **When** they use the keyboard alternative (move-up/move-down or ARIA-described interaction) <br> **Then** items reorder correctly without drag-and-drop and the focus ring stays visible and moves to the moved item.,FR-047,SL-006,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-044"", ""Given / When / Then"": ""**Given** a user building an agenda on the agenda-item reorder UI <br> **When** they use the keyboard alternative (move-up/move-down or ARIA-described interaction) <br> **Then** items reorder correctly without drag-and-drop and the focus ring stays visible and moves to the moved item."", ""Verifies"": ""FR-047, US-034"", ""Phase"": ""PH-1""}}",
AC-045,"**Given** any interactive element (buttons, links, form controls, DnD alternatives, modals) <br> **When** a keyboard-onl","**Given** any interactive element (buttons, links, form controls, DnD alternatives, modals) <br> **When** a keyboard-only user tabs through the page <br> **Then** every interactive element receives a visible focus indicator (contrast ratio at least 3:1, WCAG 2.2 AA SC 2.4.11) and nothing mouse-reachable is keyboard-unreachable.",FR-034,SL-005,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-045"", ""Given / When / Then"": ""**Given** any interactive element (buttons, links, form controls, DnD alternatives, modals) <br> **When** a keyboard-only user tabs through the page <br> **Then** every interactive element receives a visible focus indicator (contrast ratio at least 3:1, WCAG 2.2 AA SC 2.4.11) and nothing mouse-reachable is keyboard-unreachable."", ""Verifies"": ""FR-034, FR-047"", ""Phase"": ""PH-1""}}",
AC-046,"**Given** any form field, label, button, or icon <br> **When** inspected for WCAG 2.2 AA compliance <br> **Then** every ","**Given** any form field, label, button, or icon <br> **When** inspected for WCAG 2.2 AA compliance <br> **Then** every control has a programmatically associated label, every icon-only button has an `aria-label`, DOM reading order matches visual order in LTR and RTL, and contrast is at least 4.5:1 for normal text and 3:1 for large text.",FR-004,,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-046"", ""Given / When / Then"": ""**Given** any form field, label, button, or icon <br> **When** inspected for WCAG 2.2 AA compliance <br> **Then** every control has a programmatically associated label, every icon-only button has an `aria-label`, DOM reading order matches visual order in LTR and RTL, and contrast is at least 4.5:1 for normal text and 3:1 for large text."", ""Verifies"": ""FR-004, FR-034"", ""Phase"": ""PH-1""}}",
AC-047,"**Given** a user has unsaved changes to a form (topic edit, action update, MoM draft) <br> **When** they navigate away v","**Given** a user has unsaved changes to a form (topic edit, action update, MoM draft) <br> **When** they navigate away via browser back, nav menu, or route change <br> **Then** a confirmation prompt warns of unsaved changes and offers to leave without saving; confirming proceeds, cancelling keeps them on the form with data intact.",FR-015,,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-047"", ""Given / When / Then"": ""**Given** a user has unsaved changes to a form (topic edit, action update, MoM draft) <br> **When** they navigate away via browser back, nav menu, or route change <br> **Then** a confirmation prompt warns of unsaved changes and offers to leave without saving; confirming proceeds, cancelling keeps them on the form with data intact."", ""Verifies"": ""FR-015, US-009"", ""Phase"": ""PH-1""}}",
AC-048,**Given** a user is editing a form with unsaved changes <br> **When** they attempt to close the browser tab <br> **Then*,**Given** a user is editing a form with unsaved changes <br> **When** they attempt to close the browser tab <br> **Then** the browser's built-in beforeunload dialog is triggered (standard behavior; no data is silently lost).,FR-015,,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-048"", ""Given / When / Then"": ""**Given** a user is editing a form with unsaved changes <br> **When** they attempt to close the browser tab <br> **Then** the browser's built-in beforeunload dialog is triggered (standard behavior; no data is silently lost)."", ""Verifies"": ""FR-015, US-009"", ""Phase"": ""PH-1""}}",
AC-049,**Given** a user attempts to attach a file to a topic <br> **When** the file exceeds the maximum allowed size (configura,"**Given** a user attempts to attach a file to a topic <br> **When** the file exceeds the maximum allowed size (configurable, default 50 MB) or has a disallowed MIME type <br> **Then** the system rejects the upload with a clear locale-aware error naming the violated constraint; no partial file is stored and the topic is unchanged.",FR-006,,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-049"", ""Given / When / Then"": ""**Given** a user attempts to attach a file to a topic <br> **When** the file exceeds the maximum allowed size (configurable, default 50 MB) or has a disallowed MIME type <br> **Then** the system rejects the upload with a clear locale-aware error naming the violated constraint; no partial file is stored and the topic is unchanged."", ""Verifies"": ""FR-006, FR-027, US-018"", ""Phase"": ""PH-1""}}",
AC-050,"**Given** a valid file is uploaded to a topic <br> **When** the upload completes <br> **Then** the metadata (filename, s","**Given** a valid file is uploaded to a topic <br> **When** the upload completes <br> **Then** the metadata (filename, size, MIME type, uploader ID, UTC timestamp, topic ID) is stored in SQL Server, the content is stored in MinIO via `IFileStore`, and a `DocumentAttached` audit event is emitted.",FR-006,,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-050"", ""Given / When / Then"": ""**Given** a valid file is uploaded to a topic <br> **When** the upload completes <br> **Then** the metadata (filename, size, MIME type, uploader ID, UTC timestamp, topic ID) is stored in SQL Server, the content is stored in MinIO via `IFileStore`, and a `DocumentAttached` audit event is emitted."", ""Verifies"": ""FR-006, US-018"", ""Phase"": ""PH-1""}}",
AC-051,**Given** a Secretary publishes an agenda for meeting MTG-2026-010 <br> **When** the publish is committed <br> **Then** ,"**Given** a Secretary publishes an agenda for meeting MTG-2026-010 <br> **When** the publish is committed <br> **Then** an in-app notification is created for every committee member within 5 seconds, each carrying the meeting date, agenda title, and a deep link, appearing in the recipient's notification center.",FR-130,SL-006,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-051"", ""Given / When / Then"": ""**Given** a Secretary publishes an agenda for meeting MTG-2026-010 <br> **When** the publish is committed <br> **Then** an in-app notification is created for every committee member within 5 seconds, each carrying the meeting date, agenda title, and a deep link, appearing in the recipient's notification center."", ""Verifies"": ""FR-130, US-073"", ""Phase"": ""PH-1""}}",
AC-052,**Given** an eligible voter receives an in-app notification that vote VOTE-2026-008 is Open <br> **When** they click the,**Given** an eligible voter receives an in-app notification that vote VOTE-2026-008 is Open <br> **When** they click the notification <br> **Then** they navigate directly to the voting UI for that vote/topic with no additional steps.,FR-131,SL-006,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-052"", ""Given / When / Then"": ""**Given** an eligible voter receives an in-app notification that vote VOTE-2026-008 is Open <br> **When** they click the notification <br> **Then** they navigate directly to the voting UI for that vote/topic with no additional steps."", ""Verifies"": ""FR-131, US-074"", ""Phase"": ""PH-1""}}",
AC-053,**Given** the Webex adapter is not yet active (v1 in-app only) <br> **When** any notification is dispatched <br> **Then*,**Given** the Webex adapter is not yet active (v1 in-app only) <br> **When** any notification is dispatched <br> **Then** it is delivered only via the in-app notification center; no email or Webex is attempted and the absence of other channels raises no error.,FR-129,SL-006,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-053"", ""Given / When / Then"": ""**Given** the Webex adapter is not yet active (v1 in-app only) <br> **When** any notification is dispatched <br> **Then** it is delivered only via the in-app notification center; no email or Webex is attempted and the absence of other channels raises no error."", ""Verifies"": ""FR-129, US-073"", ""Phase"": ""PH-1""}}",
AC-054,**Given** action ACT-2026-020 has a due date of T+3 days and the reminder threshold is 3 days <br> **When** the daily Ha,**Given** action ACT-2026-020 has a due date of T+3 days and the reminder threshold is 3 days <br> **When** the daily Hangfire reminder job runs <br> **Then** the action owner receives an in-app notification of the upcoming due date containing the action title and due date.,FR-083,SL-008,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-054"", ""Given / When / Then"": ""**Given** action ACT-2026-020 has a due date of T+3 days and the reminder threshold is 3 days <br> **When** the daily Hangfire reminder job runs <br> **Then** the action owner receives an in-app notification of the upcoming due date containing the action title and due date."", ""Verifies"": ""FR-083, US-060"", ""Phase"": ""PH-1""}}",
AC-055,**Given** action ACT-2026-021 is Overdue by more than 2 days (configurable) <br> **When** the Hangfire escalation job ru,"**Given** action ACT-2026-021 is Overdue by more than 2 days (configurable) <br> **When** the Hangfire escalation job runs <br> **Then** the Secretary and Chairman receive an in-app escalation with the action title, owner, and days overdue, and the escalation is recorded in the audit log.",FR-084,SL-008,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-055"", ""Given / When / Then"": ""**Given** action ACT-2026-021 is Overdue by more than 2 days (configurable) <br> **When** the Hangfire escalation job runs <br> **Then** the Secretary and Chairman receive an in-app escalation with the action title, owner, and days overdue, and the escalation is recorded in the audit log."", ""Verifies"": ""FR-084, US-061"", ""Phase"": ""PH-1""}}",
AC-056,**Given** ACMP is running in Docker Compose <br> **When** an Administrator opens the Hangfire dashboard <br> **Then** th,"**Given** ACMP is running in Docker Compose <br> **When** an Administrator opens the Hangfire dashboard <br> **Then** they see the job queue, history, and failed jobs; failed jobs retry per the configured policy and reminder and escalation executions are listed with timestamps.",FR-011,,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-056"", ""Given / When / Then"": ""**Given** ACMP is running in Docker Compose <br> **When** an Administrator opens the Hangfire dashboard <br> **Then** they see the job queue, history, and failed jobs; failed jobs retry per the configured policy and reminder and escalation executions are listed with timestamps."", ""Verifies"": ""FR-011"", ""Phase"": ""PH-1""}}",
AC-057,"**Given** topic TOP-2026-030 has Urgency=Critical and has been in Triage for 4 days, exceeding the 3-day Critical SLA <b","**Given** topic TOP-2026-030 has Urgency=Critical and has been in Triage for 4 days, exceeding the 3-day Critical SLA <br> **When** any user views the backlog <br> **Then** the topic shows an aging badge (for example ""Overdue 1d""), the Secretary has received an in-app SLA-breach notification, and the badge updates daily.",FR-038,SL-005,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-057"", ""Given / When / Then"": ""**Given** topic TOP-2026-030 has Urgency=Critical and has been in Triage for 4 days, exceeding the 3-day Critical SLA <br> **When** any user views the backlog <br> **Then** the topic shows an aging badge (for example \""Overdue 1d\""), the Secretary has received an in-app SLA-breach notification, and the badge updates daily."", ""Verifies"": ""FR-038, US-030"", ""Phase"": ""PH-1""}}",
AC-058,"**Given** an Administrator deactivates the account for ""Bob"" <br> **When** Bob attempts to log in <br> **Then** his Keyc","**Given** an Administrator deactivates the account for ""Bob"" <br> **When** Bob attempts to log in <br> **Then** his Keycloak session is valid but ACMP rejects access; all his historical votes, authorship credits, and action assignments stay attributed to ""Bob"" and no historical data is anonymized.",FR-020,SL-004,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-058"", ""Given / When / Then"": ""**Given** an Administrator deactivates the account for \""Bob\"" <br> **When** Bob attempts to log in <br> **Then** his Keycloak session is valid but ACMP rejects access; all his historical votes, authorship credits, and action assignments stay attributed to \""Bob\"" and no historical data is anonymized."", ""Verifies"": ""FR-020, US-013"", ""Phase"": ""PH-1""}}",
AC-059,**Given** any authenticated user of any role opens the Member Directory <br> **When** the page loads <br> **Then** a lis,"**Given** any authenticated user of any role opens the Member Directory <br> **When** the page loads <br> **Then** a list of all active committee members is shown with name, role, stream membership, and email; deactivated users do not appear and no authentication error is raised for any viewer role.",FR-021,SL-004,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-059"", ""Given / When / Then"": ""**Given** any authenticated user of any role opens the Member Directory <br> **When** the page loads <br> **Then** a list of all active committee members is shown with name, role, stream membership, and email; deactivated users do not appear and no authentication error is raised for any viewer role."", ""Verifies"": ""FR-021, US-014"", ""Phase"": ""PH-1""}}",
AC-060,**Given** a user enters a query in the global search bar <br> **When** the search executes <br> **Then** results return ,"**Given** a user enters a query in the global search bar <br> **When** the search executes <br> **Then** results return within 3 seconds grouped by artifact type (Topics, Decisions, MoMs), each showing ID, title, matched excerpt, status, and a deep link that navigates to the artifact.",FR-143,SL-015,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-060"", ""Given / When / Then"": ""**Given** a user enters a query in the global search bar <br> **When** the search executes <br> **Then** results return within 3 seconds grouped by artifact type (Topics, Decisions, MoMs), each showing ID, title, matched excerpt, status, and a deep link that navigates to the artifact."", ""Verifies"": ""FR-143, FR-144, US-078"", ""Phase"": ""PH-1""}}",
AC-061,**Given** a user types an Arabic query in the global search bar <br> **When** the search executes <br> **Then** results ,"**Given** a user types an Arabic query in the global search bar <br> **When** the search executes <br> **Then** results include Arabic-language matches via the SQL Server Arabic word-breaker, relevant English results are also returned, and no character encoding errors occur.",FR-145,SL-015,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-061"", ""Given / When / Then"": ""**Given** a user types an Arabic query in the global search bar <br> **When** the search executes <br> **Then** results include Arabic-language matches via the SQL Server Arabic word-breaker, relevant English results are also returned, and no character encoding errors occur."", ""Verifies"": ""FR-145, US-079"", ""Phase"": ""PH-1""}}",
AC-062,"**Given** a user views the detail page of any artifact (topic, decision, action, risk, dependency, MoM) <br> **When** th","**Given** a user views the detail page of any artifact (topic, decision, action, risk, dependency, MoM) <br> **When** the traceability panel loads <br> **Then** all upstream and downstream typed relationships are displayed with relationship type, target artifact ID, title, and a navigable link.",FR-146,SL-015,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-062"", ""Given / When / Then"": ""**Given** a user views the detail page of any artifact (topic, decision, action, risk, dependency, MoM) <br> **When** the traceability panel loads <br> **Then** all upstream and downstream typed relationships are displayed with relationship type, target artifact ID, title, and a navigable link."", ""Verifies"": ""FR-146, US-080"", ""Phase"": ""PH-1""}}",
AC-063,**Given** a Secretary creates a typed traceability edge from topic TOP-2026-040 (DerivedFrom) to decision DECN-2026-015 ,"**Given** a Secretary creates a typed traceability edge from topic TOP-2026-040 (DerivedFrom) to decision DECN-2026-015 <br> **When** the edge is saved <br> **Then** the topic's panel shows the decision as an upstream DerivedFrom link, the decision's panel shows the topic as a downstream DerivedFrom link, and the edge creation is audited.",FR-147,SL-015,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-063"", ""Given / When / Then"": ""**Given** a Secretary creates a typed traceability edge from topic TOP-2026-040 (DerivedFrom) to decision DECN-2026-015 <br> **When** the edge is saved <br> **Then** the topic's panel shows the decision as an upstream DerivedFrom link, the decision's panel shows the topic as a downstream DerivedFrom link, and the edge creation is audited."", ""Verifies"": ""FR-147, US-081"", ""Phase"": ""PH-1""}}",
AC-064,**Given** any authenticated committee member logs in <br> **When** the committee dashboard loads <br> **Then** it displa,"**Given** any authenticated committee member logs in <br> **When** the committee dashboard loads <br> **Then** it displays backlog count by status and urgency, the next scheduled meeting with agenda link, open action counts by status (Open/InProgress/Blocked), overdue action count, and the titles/IDs of the last 5 issued decisions, all from live data.",FR-135,SL-012,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-064"", ""Given / When / Then"": ""**Given** any authenticated committee member logs in <br> **When** the committee dashboard loads <br> **Then** it displays backlog count by status and urgency, the next scheduled meeting with agenda link, open action counts by status (Open/InProgress/Blocked), overdue action count, and the titles/IDs of the last 5 issued decisions, all from live data."", ""Verifies"": ""FR-135, US-082"", ""Phase"": ""PH-1""}}",
AC-065,**Given** a Secretary logs in <br> **When** the secretary dashboard loads <br> **Then** it shows count of topics in Tria,"**Given** a Secretary logs in <br> **When** the secretary dashboard loads <br> **Then** it shows count of topics in Triage awaiting review, count of MoMs awaiting approval, count of overdue actions beyond the escalation threshold, and the list of topics exceeding their urgency SLA with aging day counts.",FR-136,SL-012,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-065"", ""Given / When / Then"": ""**Given** a Secretary logs in <br> **When** the secretary dashboard loads <br> **Then** it shows count of topics in Triage awaiting review, count of MoMs awaiting approval, count of overdue actions beyond the escalation threshold, and the list of topics exceeding their urgency SLA with aging day counts."", ""Verifies"": ""FR-136, US-083"", ""Phase"": ""PH-1""}}",
AC-066,**Given** the Chairman logs in <br> **When** the chairman dashboard loads <br> **Then** it shows votes awaiting chairman,"**Given** the Chairman logs in <br> **When** the chairman dashboard loads <br> **Then** it shows votes awaiting chairman approval (Closed, not yet Ratified), escalated risks, escalated actions, and topics Deferred at least twice.",FR-137,SL-012,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-066"", ""Given / When / Then"": ""**Given** the Chairman logs in <br> **When** the chairman dashboard loads <br> **Then** it shows votes awaiting chairman approval (Closed, not yet Ratified), escalated risks, escalated actions, and topics Deferred at least twice."", ""Verifies"": ""FR-137, US-084"", ""Phase"": ""PH-1""}}",
AC-067,**Given** Webex is enabled and a committee-wide event occurs (e.g. agenda published) <br> **When** the notification disp,"**Given** Webex is enabled and a committee-wide event occurs (e.g. agenda published) <br> **When** the notification dispatches <br> **Then** exactly one Adaptive Card v1.3 (≤80 KB, no sensitive content) is posted to the committee Webex space and the in-app notification is still delivered per recipient.",FR-129,SL-006,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-067"", ""Given / When / Then"": ""**Given** Webex is enabled and a committee-wide event occurs (e.g. agenda published) <br> **When** the notification dispatches <br> **Then** exactly one Adaptive Card v1.3 (≤80 KB, no sensitive content) is posted to the committee Webex space and the in-app notification is still delivered per recipient."", ""Verifies"": ""FR-129, FR-130"", ""Phase"": ""PH-2""}}",
AC-068,**Given** the Webex API answers HTTP 429 with a Retry-After header <br> **When** the card-send job runs <br> **Then** it,"**Given** the Webex API answers HTTP 429 with a Retry-After header <br> **When** the card-send job runs <br> **Then** it reschedules for exactly that delay (no tight loop) and dead-letters after the retry cap, visible in the admin job monitor.",FR-132,SL-006,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-068"", ""Given / When / Then"": ""**Given** the Webex API answers HTTP 429 with a Retry-After header <br> **When** the card-send job runs <br> **Then** it reschedules for exactly that delay (no tight loop) and dead-letters after the retry cap, visible in the admin job monitor."", ""Verifies"": ""FR-132"", ""Phase"": ""PH-2""}}",
AC-069,**Given** an inbound Webex webhook <br> **When** its `x-spark-signature` HMAC is invalid <br> **Then** the request is re,**Given** an inbound Webex webhook <br> **When** its `x-spark-signature` HMAC is invalid <br> **Then** the request is rejected 401 with no processing; a valid signature returns 200 and is processed idempotently (replayed events older than 5 minutes are dropped).,FR-057,SL-013,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-069"", ""Given / When / Then"": ""**Given** an inbound Webex webhook <br> **When** its `x-spark-signature` HMAC is invalid <br> **Then** the request is rejected 401 with no processing; a valid signature returns 200 and is processed idempotently (replayed events older than 5 minutes are dropped)."", ""Verifies"": ""FR-057"", ""Phase"": ""PH-2""}}",
AC-070,**Given** a recording-ready webhook for a correlated Webex meeting <br> **When** it is processed <br> **Then** the recor,**Given** a recording-ready webhook for a correlated Webex meeting <br> **When** it is processed <br> **Then** the recording reference (playback/download URL + duration) is stored on the ACMP meeting and a `Meetings.RecordingAttached` audit event is emitted.,FR-056,SL-013,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-070"", ""Given / When / Then"": ""**Given** a recording-ready webhook for a correlated Webex meeting <br> **When** it is processed <br> **Then** the recording reference (playback/download URL + duration) is stored on the ACMP meeting and a `Meetings.RecordingAttached` audit event is emitted."", ""Verifies"": ""FR-056, FR-057"", ""Phase"": ""PH-2""}}",
AC-071,**Given** `Webex:Enabled` is false (air-gapped / v1 posture) <br> **When** any notification dispatches or the webhook en,"**Given** `Webex:Enabled` is false (air-gapped / v1 posture) <br> **When** any notification dispatches or the webhook endpoint is called <br> **Then** no outbound Webex call is made, in-app remains the sole channel, and no error is raised.",FR-129,SL-006,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-071"", ""Given / When / Then"": ""**Given** `Webex:Enabled` is false (air-gapped / v1 posture) <br> **When** any notification dispatches or the webhook endpoint is called <br> **Then** no outbound Webex call is made, in-app remains the sole channel, and no error is raised."", ""Verifies"": ""FR-129"", ""Phase"": ""PH-2""}}",
AC-072,**Given** an online meeting is scheduled with Webex enabled and a valid OAuth token <br> **When** the create job runs <b,**Given** an online meeting is scheduled with Webex enabled and a valid OAuth token <br> **When** the create job runs <br> **Then** a Webex meeting is created and its id + join URL are stored on the ACMP meeting (enabling recording correlation); with no token the meeting persists without Webex and no error surfaces.,FR-056,SL-013,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-072"", ""Given / When / Then"": ""**Given** an online meeting is scheduled with Webex enabled and a valid OAuth token <br> **When** the create job runs <br> **Then** a Webex meeting is created and its id + join URL are stored on the ACMP meeting (enabling recording correlation); with no token the meeting persists without Webex and no error surfaces."", ""Verifies"": ""FR-056, FR-057"", ""Phase"": ""PH-2""}}",
AC-073,"**Given** a Secretary or Chairman uploads a recording file (allowed video type, ≤ 2 GB) to a meeting <br> **When** the u","**Given** a Secretary or Chairman uploads a recording file (allowed video type, ≤ 2 GB) to a meeting <br> **When** the upload completes <br> **Then** the file is stored in MinIO (`acmp-recordings`) via `IFileStore` under a server-derived key, its metadata (filename, size, content type) is stored on the meeting, a `Meetings.RecordingUploaded` audit event is emitted, and any committee member can play it back via a short-lived pre-signed URL.",FR-056,SL-013,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-073"", ""Given / When / Then"": ""**Given** a Secretary or Chairman uploads a recording file (allowed video type, ≤ 2 GB) to a meeting <br> **When** the upload completes <br> **Then** the file is stored in MinIO (`acmp-recordings`) via `IFileStore` under a server-derived key, its metadata (filename, size, content type) is stored on the meeting, a `Meetings.RecordingUploaded` audit event is emitted, and any committee member can play it back via a short-lived pre-signed URL."", ""Verifies"": ""FR-056"", ""Phase"": ""PH-2""}}",
AC-074,**Given** a meeting has a recording (uploaded file or Webex reference) <br> **When** a Secretary or Chairman deletes it ,"**Given** a meeting has a recording (uploaded file or Webex reference) <br> **When** a Secretary or Chairman deletes it <br> **Then** the recording reference is cleared from the meeting, the stored MinIO object is removed for an uploaded file, and a `Meetings.RecordingRemoved` audit event is emitted; a Member is forbidden (403).",FR-056,SL-013,Approved,,,,1,,,,"{""v1"": {""ID"": ""AC-074"", ""Given / When / Then"": ""**Given** a meeting has a recording (uploaded file or Webex reference) <br> **When** a Secretary or Chairman deletes it <br> **Then** the recording reference is cleared from the meeting, the stored MinIO object is removed for an uploaded file, and a `Meetings.RecordingRemoved` audit event is emitted; a Member is forbidden (403)."", ""Verifies"": ""FR-056"", ""Phase"": ""PH-2""}}",
